Transaction_Date,Transaction_Year,Transaction_Month,Brand,Model,Manufacture_Year,Car_Age_At_Sale,Mileage_km,Displacement_cc,Horsepower_PS,Seats,Color,Dealer,Price_HKD
2026/07,2026,7,MERCEDES-BENZ,EQA250 AMG,2021,5,44571.0,,190,5,White,Tak Lee Motors (HK) Limited,198000.0
2026/07,2026,7,MERCEDES-BENZ,GLC 63 AMG 4MATIC,2019,7,30000.0,3982.0,476,5,Black,Neighbourcar Group Limited,378000.0
2026/07,2026,7,MERCEDES-BENZ,E200 AMG COUPE,2018,8,40000.0,1991.0,192,4,White,Neighbourcar Group Limited,178000.0
2026/07,2026,7,TOYOTA,GR86,2024,2,8200.0,2387.0,235,4,Black,Neighbourcar Group Limited,318000.0
2026/07,2026,7,MERCEDES-BENZ,Mercedes-AMG G63,2019,7,26000.0,3982.0,585,5,White,Neighbourcar Group Limited,1880000.0
2026/07,2026,7,PORSCHE,911 992 Targa 4S,2022,4,7800.0,2981.0,450,4,White,Neighbourcar Group Limited,2480000.0
2026/07,2026,7,PORSCHE,911 992 CARRERA 4 GTS,2023,3,7000.0,2981.0,480,2,White,Neighbourcar Group Limited,2580000.0
2026/07,2026,7,LEXUS,ES 250 (2.5),2016,10,35000.0,2500.0,183,5,Black,Pak Yu Motors,88000.0
2026/07,2026,7,MERCEDES-BENZ,G63 AMG,2019,7,21000.0,3982.0,585,5,Black,Neighbourcar Group Limited,1780000.0
2026/07,2026,7,TOYOTA,Rav 4 (Deluxe),2020,6,57000.0,2000.0,173,5,Grey,Pak Yu Motors,148000.0
2026/07,2026,7,MERCEDES-BENZ,280 GE A4,1983,43,190000.0,2746.0,156,7,Black,Neighbourcar Group Limited,128000.0
2026/07,2026,7,MERCEDES-BENZ,GLS 400（7座位）,2016,10,103000.0,3000.0,333,7,Black,Pak Yu Motors,248000.0
2026/07,2026,7,BMW,X5 40 IA (X-Line),2019,7,42000.0,2998.0,340,2,Black,Pak Yu Motors,328000.0
2026/07,2026,7,KIA,SORENTO GT PLATINUM,2022,4,48000.0,2497.0,180,6,Black,PRO-DRIVER,158000.0
2026/07,2026,7,TOYOTA,CH-R HYBRID,2022,4,31000.0,1798.0,122,2,Grey,PRO-DRIVER,138000.0
2026/07,2026,7,MERCEDES-BENZ,C250 AMG,2015,11,32000.0,1991.0,208,5,White,PRO-DRIVER,98000.0
2026/07,2026,7,AUDI,Q3 35 TFSI SPORTBACK,2022,4,10000.0,1498.0,150,5,Red,PRO-DRIVER,198000.0
2026/07,2026,7,MERCEDES-BENZ,GLC250 AMG,2018,8,31780.0,1991.0,211,5,Black,"New Method Motors Co., Ltd.",168000.0
2026/07,2026,7,MINI,Cooper S JCW,2025,1,2000.0,,0,4,Silver,Yat Hei Motors Ltd.,318000.0
2026/07,2026,7,MERCEDES-BENZ,ML400 4MATIC AMG,2014,12,48000.0,2996.0,333,5,White,PRO-DRIVER,118000.0
2026/07,2026,7,MERCEDES-BENZ,E400 Coupe AMG,2017,9,53000.0,2996.0,329,4,Grey,PRO-DRIVER,228000.0
2026/07,2026,7,MERCEDES-BENZ,G63 AMG,2021,5,16000.0,3982.0,585,5,White,Yat Hei Motors Ltd.,2180000.0
2026/07,2026,7,AUDI,TTS ROADSTER QUATTRO,2015,11,63000.0,1984.0,310,2,Grey,PRO-DRIVER,188000.0
2026/07,2026,7,TOYOTA,RAV4 DELUXE,2021,5,52000.0,1987.0,174,5,Grey,PRO-DRIVER,168000.0
2026/07,2026,7,TESLA,2023 Model 3 Performance,2023,3,51000.0,,0,5,Black,Yat Hei Motors Ltd.,208000.0
2026/07,2026,7,MERCEDES-BENZ,2022 GLC300 AMG 4MATIC,2022,4,40000.0,1999.0,258,5,Grey,Yat Hei Motors Ltd.,358000.0
2026/07,2026,7,LEXUS,IS F,2012,14,51000.0,4968.0,416,5,Black,Yat Hei Motors Ltd.,328000.0
2026/07,2026,7,VOLKSWAGEN,Golf 1.4 GT TSI,2013,13,130000.0,1395.0,140,5,Silver,Hung Wai Motor Enterprise Limited,29800.0
2026/07,2026,7,TOYOTA,C-HR,2022,4,31000.0,1798.0,116,5,Grey,Celebrity Motors Limited,138000.0
2026/07,2026,7,BYD,DOLPHIN PREMIUM 大電板,2023,3,5300.0,65.0,204,5,Blue,Royal Horse Motors Company,158000.0
2026/07,2026,7,TOYOTA,Alphard 2.5 (30系）,2017,9,63000.0,2494.0,183,7,White,Royal Horse Motors Company,198000.0
2026/07,2026,7,BMW,X3 XDRIVE30IA XLINE G01,2017,9,52000.0,1998.0,252,5,Grey,Royal Horse Motors Company,148000.0
2026/07,2026,7,BMW,X3 SDRIVE20iA XLINE G01,2018,8,67000.0,1998.0,184,5,Brown,Royal Horse Motors Company,148000.0
2026/07,2026,7,HONDA,STEPWGN 1.5 TURBO SPADA,2019,7,78000.0,1500.0,150,7,Black,Royal Horse Motors Company,138000.0
2026/07,2026,7,MERCEDES-BENZ,EQA 250,2022,4,54000.0,999.0,190,5,Black,Kings Motor Co,208000.0
2026/07,2026,7,PORSCHE,718 BOXSTER GTS 4.0,2022,4,7000.0,3995.0,400,2,Yellow,Autopop Limited,1180000.0
2026/07,2026,7,MERCEDES-BENZ,GLC250 4 MATIC,2016,10,79460.0,1991.0,211,5,Blue,Tak Lee Motors (HK) Limited,88000.0
2026/07,2026,7,AUDI,Q5 45 quattro (S-Line),2021,5,42000.0,2000.0,265,5,Green,Pak Yu Motors,218000.0
2026/07,2026,7,TOYOTA,ALPHARD 3.5 Executive Lounge Modellista,2019,7,50000.0,3456.0,301,7,Black,Powerful Motors Trading Company,388000.0
2026/07,2026,7,TESLA,MODEL 3 PERFORMANCE,2025,1,12000.0,,510,5,Silver,Celebrity Motors Limited,368000.0
2026/07,2026,7,MERCEDES-BENZ,GLA200 AMG Facelift,2019,7,68000.0,1595.0,159,5,Blue,Hung Wai Motor Enterprise Limited,69000.0
2026/07,2026,7,TOYOTA,ALPHARD GF,2018,8,115000.0,3456.0,301,7,White,Celebrity Motors Limited,238000.0
2026/07,2026,7,MAXUS,Mifa 9 Premium,2024,2,7600.0,,245,7,White,Cube Motors,398000.0
2026/07,2026,7,TESLA,Model 3 Standard Range Plus,2020,6,90000.0,88.0,204,5,Blue,Hung Wai Motor Enterprise Limited,138000.0
2026/07,2026,7,TESLA,Model 3 Long Range AWD,2023,3,50000.0,153.0,346,5,Black,Hung Wai Motor Enterprise Limited,248000.0
2026/07,2026,7,BMW,X5 xDrive40i X-line,2021,5,48000.0,2998.0,333,7,Grey,Hung Wai Motor Enterprise Limited,348000.0
2026/07,2026,7,MERCEDES-BENZ,EQB250,2023,3,32000.0,,190,7,Grey,Cube Motors,308000.0
2026/07,2026,7,MAXUS,Mifa 9 Premium,2023,3,56000.0,,245,7,Blue,Cube Motors,348000.0
2026/07,2026,7,TESLA,Model 3 Standard Range Plus,2019,7,85000.0,100.0,204,5,Black,Hung Wai Motor Enterprise Limited,128000.0
2026/07,2026,7,TESLA,Model 3 Standard Range Plus,2020,6,72000.0,88.0,204,5,Blue,Hung Wai Motor Enterprise Limited,138000.0
2026/07,2026,7,MERCEDES-BENZ,EQA250,2022,4,72000.0,,190,5,Blue,Cube Motors,188000.0
2026/07,2026,7,BMW,i4 Edrive35,2024,2,48000.0,80.0,281,5,White,Hung Wai Motor Enterprise Limited,318000.0
2026/07,2026,7,PORSCHE,Taycan,2022,4,63000.0,,408,5,Black,Cube Motors,688000.0
2026/07,2026,7,TESLA,Model 3 Long Range AWD,2024,2,38000.0,153.0,346,5,Grey,Hung Wai Motor Enterprise Limited,278000.0
2026/07,2026,7,TOYOTA,BZ4X,2024,2,5700.0,,203,5,Blue,Cube Motors,288000.0
2026/07,2026,7,BMW,iX1 xDrive30 xLine,2023,3,64000.0,,313,5,White,Cube Motors,288000.0
2026/07,2026,7,TOYOTA,ALPHARD 2.5 SC,2021,5,32000.0,2493.0,182,7,Black,Celebrity Motors Limited,328000.0
2026/07,2026,7,AUDI,TT Coupe 55 TFSI Quattro,2015,11,100000.0,1984.0,230,4,Red,Hung Wai Motor Enterprise Limited,98000.0
2026/07,2026,7,AUDI,Q7 40TFSI QUATTRO,2018,8,57000.0,2000.0,252,7,Grey,Celebrity Motors Limited,179000.0
2026/07,2026,7,MERCEDES-BENZ,A220,2019,7,64000.0,1991.0,190,5,Black,Cube Motors,98000.0
2026/07,2026,7,PORSCHE,Cayman GTS,2018,8,49000.0,2497.0,365,2,Grey,Cube Motors,698000.0
2026/07,2026,7,MERCEDES-BENZ,EQE350 4MATIC,2023,3,36000.0,,292,5,Grey,Cube Motors,578000.0
2026/07,2026,7,MERCEDES-BENZ,GLA200,2021,5,75000.0,1332.0,163,5,Black,Celebrity Motors Limited,158000.0
2026/07,2026,7,VOLVO,XC40 T5 R-DESIGN,2019,7,48000.0,1969.0,251,5,Grey,Celebrity Motors Limited,118000.0
2026/07,2026,7,TOYOTA,ALPHARD GF,2020,6,13000.0,3456.0,301,7,White,Celebrity Motors Limited,398000.0
2026/07,2026,7,TESLA,Model 3 Long Range,2020,6,77000.0,153.0,252,5,Grey,Hung Wai Motor Enterprise Limited,148000.0
2026/07,2026,7,TESLA,Model 3 RWD,2026,0,400.0,88.0,204,5,White,Hung Wai Motor Enterprise Limited,298000.0
2026/07,2026,7,TESLA,Model Y Long Range,2021,5,73000.0,153.0,366,5,Blue,Hung Wai Motor Enterprise Limited,208000.0
2026/07,2026,7,MAZDA,MX5 ROADSTER S,2016,10,70000.0,1496.0,130,2,Black,Autopop Limited,158000.0
2026/07,2026,7,AUDI,RS3 SEDAN QUATTRO,2023,3,5000.0,2480.0,400,2,Grey,Autopop Limited,598000.0
2026/07,2026,7,PORSCHE,PANAMERA GTS,2014,12,90000.0,4806.0,440,4,Grey,Autopop Limited,178000.0
2026/07,2026,7,MERCEDES-BENZ,GLE53 COUPE AMG 4M+,2020,6,40000.0,2999.0,435,5,Black,Autopop Limited,688000.0
2026/07,2026,7,HONDA,CR-V,2015,11,100000.0,2354.0,155,5,Black,Hung Wai Motor Enterprise Limited,58000.0
2026/07,2026,7,BMW,X4 XDRIVE 20XLINE,2018,8,66000.0,1998.0,184,5,White,HANSEN MOTORS COMPANY LTD,168000.0
2026/07,2026,7,MERCEDES-BENZ,C200 1.5 AMG,2019,7,55000.0,1497.0,184,5,Blue,HANSEN MOTORS COMPANY LTD,138000.0
2026/07,2026,7,TESLA,MODEL Y RWD,2024,2,21000.0,,320,5,Grey,HANSEN MOTORS COMPANY LTD,278000.0
2026/07,2026,7,TESLA,Model S 85,2015,11,150000.0,888.0,369,5,White,Race Art Motors Limited,108000.0
2026/07,2026,7,TOYOTA,ALPHARD 40 2.5 Z,2024,2,5000.0,2493.0,182,7,White,Yat Chung Car Company,548000.0
2026/07,2026,7,AUDI,2015 Q5 2.0 TFSI Quattro,2015,11,145000.0,1984.0,225,5,White,Hung Wai Motor Enterprise Limited,28000.0
2026/07,2026,7,TOYOTA,Noah deluxe,2021,5,43000.0,2000.0,170,7,Black,Yat Chung Car Company,168000.0
2026/07,2026,7,AUDI,Q3 45 Quattro (S Line),2020,6,28000.0,2000.0,230,5,Grey,Pak Yu Motors,158000.0
2026/07,2026,7,MERCEDES-BENZ,行貨 CLA250 COUPE AMG C118,2021,5,53000.0,1991.0,224,5,Red,Win Fair Motors Limited,218000.0
2026/07,2026,7,VOLVO,行貨 XC60 2.0-T5 Inscription版,2018,8,42000.0,1969.0,254,5,Grey,Win Fair Motors Limited,98000.0
2026/07,2026,7,BMW,行貨X1 XDRIVE18iA XLINE 尾期,2020,6,90000.0,1499.0,140,5,Grey,Win Fair Motors Limited,98000.0
2026/07,2026,7,SUBARU,行貨 CROSSTREK 2.0 EYESIGHT AWD,2023,3,20000.0,1995.0,156,5,Blue,Win Fair Motors Limited,148000.0
2026/07,2026,7,MINI,行貨 cooper clubman 1.5Turbo,2020,6,44000.0,1499.0,136,5,Grey,Win Fair Motors Limited,108000.0
2026/07,2026,7,TOYOTA,RAV4,2021,5,52000.0,1987.0,173,5,Green,Celebrity Motors Limited,148000.0
2026/07,2026,7,MERCEDES-BENZ,CLA250 COUPE,2020,6,29000.0,1991.0,224,5,Yellow,Celebrity Motors Limited,198000.0
2026/06,2026,6,LEXUS,NX300 F-Sport,2016,10,68000.0,1998.0,235,5,Black,Hung Wai Motor Enterprise Limited,148000.0
2026/06,2026,6,AUDI,TTS 2.0 Qauttro,2022,4,9000.0,1984.0,306,4,White,HANSEN MOTORS COMPANY LTD,398000.0
2026/06,2026,6,TESLA,Model Y RWD,2026,0,47.0,100.0,295,5,White,Hung Wai Motor Enterprise Limited,388000.0
2026/06,2026,6,MERCEDES-BENZ,CLA250 AMG,2013,13,80780.0,1991.0,211,5,Grey,Tak Lee Motors (HK) Limited,59000.0
2026/06,2026,6,TOYOTA,RAV4 DELUXE,2020,6,46151.0,1987.0,173,5,Green,Tak Lee Motors (HK) Limited,118000.0
2026/06,2026,6,TOYOTA,SIENTA GO Facelift,2021,5,78242.0,1496.0,108,5,Silver,Tak Lee Motors (HK) Limited,78000.0
2026/06,2026,6,AUDI,Q3 SPORTBACK 35 TFSI,2022,4,10000.0,1498.0,150,2,Red,Celebrity Motors Limited,198000.0
2026/06,2026,6,BMW,X4 XDRIVE20iA XLINE,2020,6,53000.0,1998.0,184,5,Black,HANSEN MOTORS COMPANY LTD,188000.0
2026/06,2026,6,AUDI,Q2 35 TFSI,2017,9,25812.0,1395.0,150,5,White,Tak Lee Motors (HK) Limited,68000.0
2026/06,2026,6,BENTLEY,CONTINENTAL FLYING SPUR,2017,9,2500.0,5998.0,636,5,Gold,DCH Certified Used Car,1188000.0
2026/06,2026,6,AUDI,E-tron 55 Quottro,2021,5,42000.0,158.0,408,5,White,Hung Wai Motor Enterprise Limited,318000.0
2026/06,2026,6,SUBARU,Crosstrek 2.0IS Eyesight AWD,2017,9,16000.0,1995.0,156,5,Grey,Hung Wai Motor Enterprise Limited,148000.0
2026/06,2026,6,BMW,520iA Facelift (Luxury Line),2020,6,42000.0,2000.0,184,2,Grey,Pak Yu Motors,178000.0
2026/06,2026,6,MERCEDES-BENZ,SLK200,2012,14,88000.0,1796.0,184,2,White,Hung Wai Motor Enterprise Limited,68000.0
2026/06,2026,6,TESLA,Model 3 long range Daul motor,2021,5,100000.0,888.0,450,5,White,Race Art Motors Limited,138000.0
2026/06,2026,6,TESLA,Model S P90D,2015,11,90000.0,888.0,417,5,Red,Race Art Motors Limited,128000.0
2026/06,2026,6,TOYOTA,PRIUS,2014,12,130000.0,1789.0,136,5,Silver,Race Art Motors Limited,58000.0
2026/06,2026,6,TOYOTA,NOAH DELUXE FACELIFT版,2017,9,80000.0,1987.0,152,7,White,Race Art Motors Limited,118000.0
2026/06,2026,6,BMW,218i GRAN COUPE M SPORT,2020,6,56700.0,1499.0,140,5,Blue,Win Point Motors Limited,118000.0
2026/06,2026,6,SUBARU,FORESTER 2.0i-S EYESIGHT AWD,2019,7,47775.0,1995.0,156,5,White,Tak Lee Motors (HK) Limited,88000.0
2026/06,2026,6,FERRARI,Portofino,2019,7,12000.0,3855.0,600,4,Red,Hung Wai Motor Enterprise Limited,1980000.0
2026/06,2026,6,PORSCHE,Macan,2017,9,68000.0,1984.0,252,5,White,Hung Wai Motor Enterprise Limited,88000.0
2026/06,2026,6,TESLA,MODEL 3 RWD,2024,2,29000.0,,283,5,White,Celebrity Motors Limited,228000.0
2026/06,2026,6,TOYOTA,RAV 4,2019,7,106829.0,1987.0,173,5,Grey,"Ritz Automobile Co., Limited",98000.0
2026/06,2026,6,BMW,X2 SDRIVE 181A M SPORT EDITION,2021,5,39992.0,1499.0,136,5,Grey,"Ritz Automobile Co., Limited",158000.0
2026/06,2026,6,BMW,X5 XDRIVE40I M SPORT,2020,6,34687.0,2988.0,340,7,White,Tak Lee Motors (HK) Limited,388000.0
2026/06,2026,6,BMW,X7 xDrive40iA M-Sport,2019,7,59000.0,2998.0,340,6,Grey,Hung Wai Motor Enterprise Limited,548000.0
2026/06,2026,6,BMW,iX3 M Sport Edition,2022,4,14000.0,80.0,286,5,Black,Hung Wai Motor Enterprise Limited,298000.0
2026/06,2026,6,TESLA,Model Y Long Range,2022,4,89000.0,153.0,366,5,Silver,Hung Wai Motor Enterprise Limited,208000.0
2026/06,2026,6,BMW,IX2 eDrive 20,2025,1,45.0,,204,5,White,HANSEN MOTORS COMPANY LTD,568000.0
2026/06,2026,6,TESLA,Model 3 RWD,2024,2,45000.0,88.0,204,5,Black,Hung Wai Motor Enterprise Limited,228000.0
2026/06,2026,6,MERCEDES-BENZ,GLB250 AMG 4 MATIC,2020,6,58525.0,1991.0,224,7,White,Tak Lee Motors (HK) Limited,198000.0
2026/06,2026,6,BMW,X5 XDRIVE40IA XLINE,2018,8,47000.0,3000.0,340,5,Black,Celebrity Motors Limited,269000.0
2026/06,2026,6,TESLA,Model 3 Performance,2021,5,89000.0,155.0,450,5,Grey,Vision Motors (HK) Limited,168000.0
2026/06,2026,6,HONDA,Stepwgn Spada 1.5T,2019,7,86000.0,1997.0,150,7,Grey,Vision Motors (HK) Limited,158000.0
2026/06,2026,6,MERCEDES-BENZ,E200 AMG Facelift,2022,4,24289.0,1991.0,197,5,White,Tak Lee Motors (HK) Limited,288000.0
2026/06,2026,6,MERCEDES-BENZ,EQA250,2022,4,53000.0,,190,5,Grey,Cube Motors,218000.0
2026/06,2026,6,PORSCHE,718 Cayman GT4 RS,2023,3,6300.0,3996.0,500,2,Red,Wai To Motors Ltd.,1980000.0
2026/06,2026,6,TOYOTA,SIENTA HYBRID G,2018,8,48000.0,1500.0,110,7,Green,Chun Fat Motor Company Limited,128000.0
2026/06,2026,6,PORSCHE,MACAN 2.0,2017,9,51000.0,2000.0,252,5,Brown,Celebrity Motors Limited,168000.0
2026/06,2026,6,BENTLEY,Mulsanne,2015,11,70000.0,6752.0,505,5,Black,Neighbourcar Group Limited,538000.0
2026/06,2026,6,AUDI,TT COUPE 55 TSFI QUATTRO,2015,11,120000.0,1984.0,230,4,Black,Cube Motors Limited,128000.0
2026/06,2026,6,LAMBORGHINI,HURACAN LP6104,2015,11,30000.0,5204.0,610,2,Red,Neighbourcar Group Limited,1380000.0
2026/06,2026,6,MERCEDES-BENZ,CLA250 SHOOTING BRAKE FACELIFT,2017,9,70000.0,1991.0,211,5,Black,Neighbourcar Group Limited,108000.0
2026/06,2026,6,LEXUS,UX 200 ULTIMATE,2021,5,60000.0,1987.0,173,5,White,Cube Motors Limited,148000.0
2026/06,2026,6,MASERATI,Levante S Gransport,2017,9,69000.0,2979.0,430,5,White,Cube Motors Limited,328000.0
2026/06,2026,6,BENTLEY,BENTAYGA V8,2021,5,30000.0,3996.0,550,5,Black,Neighbourcar Group Limited,2880000.0
2026/06,2026,6,ROLLS-ROYCE,Ghost black badge,2016,10,50000.0,6592.0,563,4,Black,Neighbourcar Group Limited,4390000.0
2026/06,2026,6,TESLA,MODEL Y SR RWD,2022,4,66000.0,,239,5,Red,Cube Motors Limited,198000.0
2026/06,2026,6,TESLA,Model Y RWD,2023,3,148000.0,100.0,239,5,Grey,Hung Wai Motor Enterprise Limited,158000.0
2026/06,2026,6,TESLA,行貨 MODEL Y長續航 LONG RANGE DUAL MOTOR,2025,1,17000.0,153.0,514,5,Blue,Win Fair Motors Limited,398000.0
2026/06,2026,6,MAZDA,MAZDA 8 LF52RAB,2007,19,120000.0,2260.0,163,8,Gold,Vision Motors (HK) Limited,15800.0
2026/06,2026,6,TOYOTA,NOAH DELUXE,2019,7,14000.0,1987.0,152,7,White,Celebrity Motors Limited,138000.0
2026/06,2026,6,PORSCHE,Taycan,2023,3,30000.0,,408,5,White,Wai To Motors Ltd.,798000.0
2026/06,2026,6,MERCEDES-BENZ,CLA250 COUPE AMG (C118),2021,5,39000.0,1991.0,224,2,Black,Vision Motors (HK) Limited,208000.0
2026/06,2026,6,BMW,X4 XDRIVE30IA M Sport,2019,7,65000.0,1998.0,252,5,Black,Vision Motors (HK) Limited,218000.0
2026/06,2026,6,TESLA,Model Y RWD,2026,0,36.0,100.0,300,5,Grey,Hung Wai Motor Enterprise Limited,388000.0
2026/06,2026,6,TOYOTA,行貨CHR HYBRID 尾期豪華版,2021,5,40000.0,1798.0,122,5,Blue,Win Fair Motors Limited,138000.0
2026/06,2026,6,TOYOTA,行貨 Camry 2.5 DELUXE 豪華版,2018,8,110000.0,2494.0,181,5,Red,Win Fair Motors Limited,68000.0
2026/06,2026,6,LAMBORGHINI,URUS 4.0,2018,8,40000.0,3996.0,650,5,Black,Wai To Motors Ltd.,2080000.0
2026/06,2026,6,VOLKSWAGEN,GOLF GTI Performance,2019,7,81000.0,1984.0,245,6,Black,Wai To Motors Ltd.,138000.0
2026/06,2026,6,PORSCHE,Macan 2.0 Facelift,2018,8,68000.0,1984.0,256,5,Grey,HANSEN MOTORS COMPANY LTD,348000.0
2026/06,2026,6,MERCEDES-BENZ,E200 Avantgarde Facelift,2020,6,48000.0,1991.0,197,5,Black,Hung Wai Motor Enterprise Limited,218000.0
2026/06,2026,6,TESLA,Model Y RWD,2026,0,37.0,100.0,300,5,Black,Hung Wai Motor Enterprise Limited,388000.0
2026/06,2026,6,BMW,iX3 M Sport Edition,2022,4,36000.0,,286,5,White,Cube Motors,288000.0
2026/06,2026,6,MAXUS,Mifa 9 Premium,2024,2,42000.0,90.0,245,7,Black,Hung Wai Motor Enterprise Limited,378000.0
2026/06,2026,6,BMW,iX3 M Sport Edition,2023,3,54000.0,80.0,286,5,White,Hung Wai Motor Enterprise Limited,298000.0
2026/06,2026,6,PORSCHE,718 CAYMAN T,2021,5,14000.0,1988.0,300,2,White,Autopop Limited,768000.0
2026/06,2026,6,LAMBORGHINI,Huracan LP580-2 RWD Coupe,2017,9,7000.0,5204.0,580,2,Orange,Neighbourcar Group Limited,1490000.0
2026/06,2026,6,BMW,E46 M3 COUPE,2001,25,160000.0,3245.0,343,5,Yellow,Autopop Limited,298000.0
2026/06,2026,6,MERCEDES-BENZ,A35 AMG,2022,4,10000.0,1991.0,306,5,White,Autopop Limited,358000.0
2026/06,2026,6,VOLVO,XC40 B4 Momentum,2022,4,51000.0,1969.0,197,5,Black,Hung Wai Motor Enterprise Limited,118000.0
2026/06,2026,6,PORSCHE,MACAN GTS,2022,4,60000.0,2894.0,440,5,White,Autopop Limited,798000.0
2026/06,2026,6,TESLA,Model Y RWD,2026,0,32.0,,296,5,Grey,Autoway Motors Limited,378000.0
2026/06,2026,6,BMW,I4 Edrive35 M Sport,2023,3,15400.0,,286,5,Green,Autoway Motors Limited,378000.0
2026/06,2026,6,AUDI,A3 sportback 40 TFSI Quattro,2019,7,46400.0,1984.0,190,5,White,Autoway Motors Limited,108000.0
2026/06,2026,6,VOLKSWAGEN,Polo Sport,2018,8,104500.0,999.0,115,5,White,Autoway Motors Limited,49000.0
2026/06,2026,6,MERCEDES-BENZ,E300 Cabriolet,2018,8,41000.0,1991.0,245,4,White,Hung Wai Motor Enterprise Limited,278000.0
2026/06,2026,6,LAMBORGHINI,HURACAN LP580-2,2018,8,14000.0,5204.0,580,2,Green,Zhong Hwa Motors Co. Ltd,1680000.0
2026/06,2026,6,MERCEDES-BENZ,E300 Cabriolet,2018,8,41000.0,1991.0,210,4,White,Zhong Hwa Motors Co. Ltd,318000.0
2026/06,2026,6,MERCEDES-BENZ,EQA250 AMG,2022,4,28000.0,80.0,190,5,Grey,Hung Wai Motor Enterprise Limited,228000.0
2026/06,2026,6,MERCEDES-BENZ,G63 Edition One,2019,7,20000.0,3996.0,575,2,Silver,Zhong Hwa Motors Co. Ltd,2080000.0
2026/06,2026,6,PORSCHE,CAYENNE COUPE,2019,7,60000.0,2995.0,340,5,Black,Neighbourcar Group Limited,548000.0
2026/06,2026,6,MERCEDES-BENZ,A220 AMG,2020,6,120000.0,1991.0,190,5,Red,Hung Wai Motor Enterprise Limited,73800.0
2026/06,2026,6,TOYOTA,Alphard 2.4,2014,12,140000.0,2362.0,170,8,Grey,Vision Motors (HK) Limited,59800.0
2026/06,2026,6,LEXUS,NX300H Hybrid,2014,12,82269.0,2494.0,197,5,Grey,Tak Lee Motors (HK) Limited,98000.0
2026/06,2026,6,HONDA,Jazz GK5 RS,2021,5,59000.0,1496.0,132,5,Grey,Hung Wai Motor Enterprise Limited,79000.0
2026/06,2026,6,KIA,Sorento Diesel V,2022,4,45000.0,2151.0,202,5,Brown,Hung Wai Motor Enterprise Limited,138000.0
2026/06,2026,6,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,2021,5,67298.0,1198.0,136,7,White,"Ritz Automobile Co., Limited",148000.0
2026/06,2026,6,MERCEDES-BENZ,A200 AMG,2020,6,37000.0,1332.0,163,2,White,PRO-DRIVER,128000.0
2026/06,2026,6,BMW,X1 S-DRIVE 18IA M-SPORT,2019,7,37000.0,1499.0,140,5,Blue,PRO-DRIVER,118000.0
2026/06,2026,6,MERCEDES-BENZ,S500 FACELIFT,2018,8,21000.0,2999.0,435,5,Brown,PRO-DRIVER,498000.0
2026/06,2026,6,BMW,218IA GRAN COUPE M-SPORT,2021,5,20000.0,1499.0,136,2,Grey,PRO-DRIVER,148000.0
2026/06,2026,6,TESLA,MODEL 3 LONGE RANGE AWD,2024,2,17000.0,153.0,498,2,Grey,Royal Horse Motors Company,288000.0
2026/06,2026,6,PORSCHE,996 CARRERA MT,1998,28,145000.0,3400.0,296,4,Black,PRO-DRIVER,228000.0
2026/06,2026,6,PORSCHE,718 CAYMAN GT4RS,2023,3,6300.0,3996.0,500,2,Red,PRO-DRIVER,1980000.0
2026/06,2026,6,MERCEDES-BENZ,GLB250 4MATIC AMG,2020,6,73000.0,1991.0,221,7,Blue,PRO-DRIVER,228000.0
2026/06,2026,6,BMW,X1 SDRIVE 18IA M SPORT F48,2019,7,79000.0,1500.0,136,5,Blue,Royal Horse Motors Company,108000.0
2026/06,2026,6,MINI,COOPER S,2014,12,57285.0,1998.0,192,5,Black,"Ritz Automobile Co., Limited",58000.0
2026/06,2026,6,HONDA,STEPWGN E:HEV PREMIUM LINE,2023,3,7634.0,1993.0,184,7,White,"Ritz Automobile Co., Limited",288000.0
2026/06,2026,6,LEXUS,UX200 ULTIMATE,2021,5,60000.0,1987.0,173,5,White,PRO-DRIVER,168000.0
2026/06,2026,6,MERCEDES-BENZ,C200 COUPE AMG FACELIFT,2018,8,31000.0,1497.0,184,4,White,PRO-DRIVER,188000.0
2026/06,2026,6,TOYOTA,ALPHARD 3.5,2017,9,61000.0,3500.0,274,7,Silver,Yat Chung Car Company,198000.0
2026/06,2026,6,PORSCHE,992 Targa 4,2021,5,8100.0,2981.0,385,2,White,Neighbourcar Group Limited,2280000.0
2026/06,2026,6,BMW,330CIA Cabrio Sport,2005,21,117000.0,2979.0,225,4,Grey,Vision Motors (HK) Limited,48000.0
2026/06,2026,6,TESLA,Model 3 Long Range AWD,2024,2,6700.0,153.0,346,5,Grey,Hung Wai Motor Enterprise Limited,308000.0
2026/06,2026,6,BYD,Sealion 7 Performance (AWD),2025,1,9890.0,145.0,530,5,Grey,"New Method Motors Co., Ltd.",298000.0
2026/06,2026,6,BMW,X1 XDRIVE25IA M SPORT (F48),2016,10,15000.0,1998.0,231,5,Blue,Vision Motors (HK) Limited,88000.0
2026/06,2026,6,PORSCHE,Cayman GTS,2018,8,25000.0,2497.0,365,2,Grey,Cube Motors,668000.0
2026/06,2026,6,VOLVO,XC60 T5 MOMENTUM,2018,8,81985.0,1969.0,254,5,Black,"New Method Motors Co., Ltd.",98000.0
2026/06,2026,6,AUDI,Q3 45 TFSI QUATTRO S LINE,2020,6,69000.0,1984.0,190,5,White,Vision Motors (HK) Limited,138000.0
